number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
52	0.07116104868913857	2020-04-09 23:43:16.273068	2020-04-09 23:48:24.701409	0.24858404938276257	4.767018723225959	128	64	87	256	0.966962370632586	0.0	0.07116104868913857	0.017322097378277154	0.02949438202247191	46.754681647940075	0.040210475443086625	0.0	0.07116104868913857	0.017322097378277154	0.02949438202247191	46.754681647940075	0.040210475443086625	3844323478	450	0.0	0.07116104868913857	0.017322097378277154	0.02949438202247191	46.754681647940075	0.040210475443086625	52	COMPLETE
53	0.07162921348314606	2020-04-09 23:48:24.729617	2020-04-09 23:49:46.322384	0.5621568750549902	25.531970151889144	64	128	76	512	1.166012178728015	0.0056179775280898875	0.07162921348314606	0.017322097378277154	0.03277153558052434	56.27013108614232	0.03956788650317611	0.0056179775280898875	0.07162921348314606	0.017322097378277154	0.03277153558052434	56.27013108614232	0.03956788650317611	1858689394	250	0.0056179775280898875	0.07162921348314606	0.017322097378277154	0.03277153558052434	56.27013108614232	0.03956788650317611	53	COMPLETE
54	0.0800561797752809	2020-04-09 23:49:46.349105	2020-04-09 23:53:16.432413	0.57120118379113	17.119209657310527	256	256	89	256	1.1388222486267305	0.008426966292134831	0.0800561797752809	0.023876404494382022	0.04073033707865169	54.923689138576776	0.04483011767884129	0.008426966292134831	0.0800561797752809	0.023876404494382022	0.04073033707865169	54.923689138576776	0.04483011767884129	2517057191	300	0.008426966292134831	0.0800561797752809	0.023876404494382022	0.04073033707865169	54.923689138576776	0.04483011767884129	54	COMPLETE
55	0.0650749063670412	2020-04-09 23:53:16.459772	2020-04-09 23:54:49.078102	0.641394648257955	12.786350077035586	256	64	19	256	1.162692640646455	0.00749063670411985	0.0650749063670412	0.020599250936329586	0.033707865168539325	56.08661048689139	0.04029838232418921	0.00749063670411985	0.0650749063670412	0.020599250936329586	0.033707865168539325	56.08661048689139	0.04029838232418921	2975611188	200	0.00749063670411985	0.0650749063670412	0.020599250936329586	0.033707865168539325	56.08661048689139	0.04029838232418921	55	COMPLETE
56	0.07162921348314606	2020-04-09 23:54:49.104905	2020-04-10 00:00:13.040670	0.6401046303595349	21.711982679717465	64	128	52	128	1.1285031134199894	0.007022471910112359	0.07162921348314606	0.020599250936329586	0.03698501872659176	54.41549625468165	0.043016486183955586	0.007022471910112359	0.07162921348314606	0.020599250936329586	0.03698501872659176	54.41526217228464	0.04301651624076054	2543926558	300	0.007022471910112359	0.07162921348314606	0.020599250936329586	0.03698501872659176	54.41573033707865	0.043016456464867535	56	COMPLETE
57	0.05758426966292135	2020-04-10 00:00:13.129147	2020-04-10 00:00:53.776020	0.6365648599367367	17.21669004475747	64	256	1	512	1.1649488138910453	0.0028089887640449437	0.05758426966292135	0.01638576779026217	0.02762172284644195	56.18352059925093	0.03559619352102656	0.0028089887640449437	0.05758426966292135	0.01638576779026217	0.02762172284644195	56.18352059925093	0.03559619352102656	3875451749	200	0.0028089887640449437	0.05758426966292135	0.01638576779026217	0.02762172284644195	56.18352059925093	0.03559619352102656	57	COMPLETE
58	0.06694756554307116	2020-04-10 00:00:53.803341	2020-04-10 00:03:30.690852	0.9998770904564539	9.50008049981491	128	256	30	512	1.1554228034348328	0.004213483146067416	0.06694756554307116	0.015917602996254682	0.02949438202247191	55.737827715355806	0.03771128989705495	0.004213483146067416	0.06694756554307116	0.015917602996254682	0.02949438202247191	55.737827715355806	0.03771128989705495	3664769713	450	0.004213483146067416	0.06694756554307116	0.015917602996254682	0.02949438202247191	55.737827715355806	0.03771128989705495	58	COMPLETE
59	0.07958801498127341	2020-04-10 00:03:30.734053	2020-04-10 00:06:57.591256	0.6441122263159227	14.766031574727329	128	256	37	512	1.1419696910463777	0.006554307116104869	0.07958801498127341	0.02153558052434457	0.04073033707865169	55.09691011235955	0.042098069166270485	0.006554307116104869	0.07958801498127341	0.02153558052434457	0.04073033707865169	55.09691011235955	0.042098069166270485	3629477868	550	0.006554307116104869	0.07958801498127341	0.02153558052434457	0.04073033707865169	55.09691011235955	0.042098069166270485	59	COMPLETE
60	0.0749063670411985	2020-04-10 00:06:57.612974	2020-04-10 00:09:24.936503	0.9713634993776231	18.21756439844457	256	128	88	512	1.16367181792789	0.009363295880149813	0.0749063670411985	0.024344569288389514	0.03745318352059925	56.138810861423224	0.043377480294083996	0.009363295880149813	0.0749063670411985	0.024344569288389514	0.03745318352059925	56.13857677902622	0.04337751489606433	386579363	350	0.009363295880149813	0.0749063670411985	0.024344569288389514	0.03745318352059925	56.139044943820224	0.043377446108994994	60	COMPLETE
61	0.06367041198501873	2020-04-10 00:09:24.962359	2020-04-10 00:10:34.672790	0.4777754858681491	15.920546454983533	128	64	36	512	1.1536287478806122	0.0056179775280898875	0.06367041198501873	0.020599250936329586	0.03323970037453183	55.65262172284644	0.03973250235617077	0.0056179775280898875	0.06367041198501873	0.020599250936329586	0.03323970037453183	55.65262172284644	0.03973250235617077	1717134579	250	0.0056179775280898875	0.06367041198501873	0.020599250936329586	0.03323970037453183	55.65262172284644	0.03973250235617077	61	COMPLETE
62	0.08426966292134831	2020-04-10 00:10:34.700007	2020-04-10 00:15:29.578905	0.43743637891884213	15.433982489907564	64	64	59	128	1.1375990877152955	0.009363295880149813	0.08426966292134831	0.025749063670411985	0.039794007490636704	54.88272471910113	0.04563199174581599	0.009363295880149813	0.08426966292134831	0.025749063670411985	0.039794007490636704	54.88249063670412	0.04563203658918707	3330986401	250	0.009363295880149813	0.08426966292134831	0.025749063670411985	0.039794007490636704	54.88295880149813	0.04563194751673767	62	COMPLETE
63	0.0599250936329588	2020-04-10 00:15:29.606715	2020-04-10 00:17:16.261437	0.991870755224424	27.083206346781626	128	128	78	256	1.1558773045250204	0.007958801498127341	0.0599250936329588	0.02247191011235955	0.02949438202247191	55.75187265917603	0.04067931453460484	0.007958801498127341	0.0599250936329588	0.02247191011235955	0.02949438202247191	55.75187265917603	0.04067931453460484	1408256437	150	0.007958801498127341	0.0599250936329588	0.02247191011235955	0.02949438202247191	55.75187265917603	0.04067931453460484	63	COMPLETE
64	0.062265917602996254	2020-04-10 00:17:16.287135	2020-04-10 00:19:05.378949	0.9678839337260671	23.549420968177255	64	256	90	512	1.1571367545531233	0.006554307116104869	0.062265917602996254	0.021067415730337078	0.032303370786516857	55.84222846441948	0.040001665743472616	0.006554307116104869	0.062265917602996254	0.021067415730337078	0.032303370786516857	55.84222846441948	0.040001665743472616	2624307760	250	0.006554307116104869	0.062265917602996254	0.021067415730337078	0.032303370786516857	55.84222846441948	0.040001665743472616	64	COMPLETE
65	0.05945692883895131	2020-04-10 00:19:05.400255	2020-04-10 00:20:59.723141	0.7273400533577286	8.879088676104686	64	64	41	128	1.1796067731092206	0.004213483146067416	0.05945692883895131	0.018258426966292134	0.0299625468164794	56.95411985018727	0.037252404629433494	0.004213483146067416	0.05945692883895131	0.018258426966292134	0.0299625468164794	56.95411985018727	0.037252404629433494	3911254862	150	0.004213483146067416	0.05945692883895131	0.018258426966292134	0.0299625468164794	56.95411985018727	0.037252404629433494	65	COMPLETE
66	0.05898876404494382	2020-04-10 00:20:59.754746	2020-04-10 00:21:37.257438	0.14862045077369446	13.005167009134134	64	64	54	512	1.1712894605320952	0.0014044943820224719	0.05898876404494382	0.017322097378277154	0.028089887640449437	56.54026217228464	0.03582096269202833	0.0014044943820224719	0.05898876404494382	0.017322097378277154	0.028089887640449437	56.54026217228464	0.03582096269202833	2324491491	150	0.0014044943820224719	0.05898876404494382	0.017322097378277154	0.028089887640449437	56.54026217228464	0.03582096269202833	66	COMPLETE
67	0.06835205992509363	2020-04-10 00:21:37.278500	2020-04-10 00:23:32.432782	0.35855535143277695	12.064322399113365	64	256	61	512	1.142864304117698	0.005149812734082397	0.06835205992509363	0.0149812734082397	0.03089887640449438	55.11329588014981	0.03895264890060122	0.005149812734082397	0.06835205992509363	0.0149812734082397	0.03089887640449438	55.11329588014981	0.03895264890060122	228878564	300	0.005149812734082397	0.06835205992509363	0.0149812734082397	0.03089887640449438	55.11329588014981	0.03895264890060122	67	COMPLETE
68	0.06601123595505617	2020-04-10 00:23:32.474770	2020-04-10 00:24:13.906808	0.6726767352703158	22.206493125612223	128	64	65	512	1.1596534998585166	0.007022471910112359	0.06601123595505617	0.02294007490636704	0.033707865168539325	55.952715355805246	0.04098791629004935	0.007022471910112359	0.06601123595505617	0.02294007490636704	0.033707865168539325	55.952715355805246	0.04098791629004935	686994351	150	0.007022471910112359	0.06601123595505617	0.02294007490636704	0.033707865168539325	55.952715355805246	0.04098791629004935	68	COMPLETE
69	0.2200374531835206	2020-04-10 00:24:13.933077	2020-04-10 00:26:42.976510	0.33177818753912025	2.587901114823971	64	128	99	512	0.5764321570270712	0.0	0.2200374531835206	0.054307116104868915	0.10440074906367042	27.85814606741573	0.08134936602586151	0.0	0.2200374531835206	0.054307116104868915	0.10440074906367042	27.85814606741573	0.08134936602586151	1654694536	400	0.0	0.2200374531835206	0.054307116104868915	0.10440074906367042	27.85814606741573	0.08134936602586151	69	COMPLETE
70	0.06694756554307116	2020-04-10 00:26:42.997717	2020-04-10 00:28:09.947375	0.5539076520685072	17.691070508882817	128	64	2	128	1.1566331673096097	0.007022471910112359	0.06694756554307116	0.020131086142322098	0.03604868913857678	55.80711610486891	0.04037345432312935	0.007022471910112359	0.06694756554307116	0.020131086142322098	0.03604868913857678	55.80711610486891	0.04037345432312935	95851211	150	0.007022471910112359	0.06694756554307116	0.020131086142322098	0.03604868913857678	55.80711610486891	0.04037345432312935	70	COMPLETE
71	0.0852059925093633	2020-04-10 00:28:09.975377	2020-04-10 00:34:07.048952	0.3614178861918189	22.604931922364347	128	64	82	128	1.139343472451411	0.007958801498127341	0.0852059925093633	0.02762172284644195	0.041666666666666664	54.95763108614232	0.04571083545280556	0.007958801498127341	0.0852059925093633	0.02762172284644195	0.041666666666666664	54.95739700374532	0.04571094488824128	1179992511	350	0.007958801498127341	0.0852059925093633	0.02762172284644195	0.041666666666666664	54.95786516853933	0.04571072834578337	71	COMPLETE
72	0.07209737827715355	2020-04-10 00:34:07.070038	2020-04-10 00:36:52.754553	0.7481152540345681	15.922323162194484	64	256	98	512	1.1462907272413694	0.007022471910112359	0.07209737827715355	0.02247191011235955	0.037921348314606744	55.306179775280896	0.04214232916359306	0.007022471910112359	0.07209737827715355	0.02247191011235955	0.037921348314606744	55.306179775280896	0.04214232916359306	2260912561	350	0.007022471910112359	0.07209737827715355	0.02247191011235955	0.037921348314606744	55.306179775280896	0.04214232916359306	72	COMPLETE
73	0.06132958801498127	2020-04-10 00:36:52.781627	2020-04-10 00:38:42.143226	0.8422760894980135	7.913062272007842	128	128	56	512	1.1931025046970318	0.003745318352059925	0.06132958801498127	0.01451310861423221	0.028089887640449437	57.614700374531836	0.03585719279807093	0.003745318352059925	0.06132958801498127	0.01451310861423221	0.028089887640449437	57.614700374531836	0.03585719279807093	3342347082	300	0.003745318352059925	0.06132958801498127	0.01451310861423221	0.028089887640449437	57.614700374531836	0.03585719279807093	73	COMPLETE
74	0.05711610486891386	2020-04-10 00:38:42.167032	2020-04-10 00:39:32.608035	0.8481767002152196	5.319487693618531	256	64	96	512	1.2525326058544106	0.0	0.05711610486891386	0.012640449438202247	0.02294007490636704	60.51123595505618	0.03106390418360408	0.0	0.05711610486891386	0.012640449438202247	0.02294007490636704	60.51123595505618	0.03106390418360408	776628161	150	0.0	0.05711610486891386	0.012640449438202247	0.02294007490636704	60.51123595505618	0.03106390418360408	74	COMPLETE
75	0.07162921348314606	2020-04-10 00:39:32.629645	2020-04-10 00:41:43.082672	0.1867160051717282	18.15103700985302	256	64	73	512	1.1489908381126306	0.009831460674157303	0.07162921348314606	0.023876404494382022	0.035580524344569285	55.42088014981273	0.043907837272365365	0.009831460674157303	0.07162921348314606	0.023876404494382022	0.035580524344569285	55.42088014981273	0.043907837272365365	2185022065	350	0.009831460674157303	0.07162921348314606	0.023876404494382022	0.035580524344569285	55.42088014981273	0.043907837272365365	75	COMPLETE
76	0.07397003745318352	2020-04-10 00:41:43.127715	2020-04-10 00:46:45.532915	0.6075491934521074	10.36433073000647	128	128	8	128	1.1574631784310083	0.009363295880149813	0.07397003745318352	0.02247191011235955	0.03277153558052434	55.8249063670412	0.04263663179897223	0.009363295880149813	0.07397003745318352	0.02247191011235955	0.03277153558052434	55.8249063670412	0.04263663179897223	2916786149	300	0.009363295880149813	0.07397003745318352	0.02247191011235955	0.03277153558052434	55.8249063670412	0.04263663179897223	76	COMPLETE
77	0.07771535580524344	2020-04-10 00:46:45.553927	2020-04-10 00:49:05.137776	0.20108981431580178	29.011433082366295	256	64	82	256	1.152022604128583	0.009831460674157303	0.07771535580524344	0.027153558052434457	0.042134831460674156	55.5498595505618	0.04557512127624261	0.009831460674157303	0.07771535580524344	0.027153558052434457	0.042134831460674156	55.54962546816479	0.045575150663273806	1963469054	250	0.009831460674157303	0.07771535580524344	0.027153558052434457	0.042134831460674156	55.5500936329588	0.04557509221573398	77	COMPLETE
78	0.06320224719101124	2020-04-10 00:49:05.160884	2020-04-10 00:50:13.305521	0.3919519621150217	6.846518943466144	256	64	98	256	1.2069119821304337	0.0009363295880149813	0.06320224719101124	0.01451310861423221	0.026685393258426966	58.28464419475655	0.03406000502955347	0.0009363295880149813	0.06320224719101124	0.01451310861423221	0.026685393258426966	58.28464419475655	0.03406000502955347	4248067023	150	0.0009363295880149813	0.06320224719101124	0.01451310861423221	0.026685393258426966	58.28464419475655	0.03406000502955347	78	COMPLETE
79	0.060393258426966294	2020-04-10 00:50:13.336542	2020-04-10 00:50:45.550908	0.2406780039656365	27.40404252838995	64	64	12	512	1.1773316994098395	0.0014044943820224719	0.060393258426966294	0.01638576779026217	0.031835205992509365	56.787921348314605	0.03534114797489473	0.0014044943820224719	0.060393258426966294	0.01638576779026217	0.031835205992509365	56.787921348314605	0.03534114797489473	1767292748	150	0.0014044943820224719	0.060393258426966294	0.01638576779026217	0.031835205992509365	56.787921348314605	0.03534114797489473	79	COMPLETE
80	0.351123595505618	2020-04-10 00:50:45.572319	2020-04-10 01:04:55.781078	0.11834614242319523	1.719993341495051	256	128	93	128	0.43368058015194755	0.05149812734082397	0.351123595505618	0.13342696629213482	0.19662921348314608	20.72237827715356	0.1512756715687818	0.05149812734082397	0.351123595505618	0.13342696629213482	0.19662921348314608	20.72237827715356	0.1512756715687818	2775248582	750	0.05149812734082397	0.351123595505618	0.13342696629213482	0.19662921348314608	20.72237827715356	0.1512756715687818	80	COMPLETE
81	0.0599250936329588	2020-04-10 01:04:55.808097	2020-04-10 01:05:29.491982	0.37627328866040444	15.78619241687241	64	64	20	512	1.1757307480985808	0.003745318352059925	0.0599250936329588	0.015917602996254682	0.02902621722846442	56.741573033707866	0.03641328483448181	0.003745318352059925	0.0599250936329588	0.015917602996254682	0.02902621722846442	56.741573033707866	0.03641328483448181	1228967636	150	0.003745318352059925	0.0599250936329588	0.015917602996254682	0.02902621722846442	56.741573033707866	0.03641328483448181	81	COMPLETE
82	0.07584269662921349	2020-04-10 01:05:29.519701	2020-04-10 01:09:15.011873	0.8377064220683931	11.236966745489282	256	128	50	256	1.1485222588460684	0.007022471910112359	0.07584269662921349	0.02247191011235955	0.039794007490636704	55.40121722846442	0.04259793317424725	0.007022471910112359	0.07584269662921349	0.02247191011235955	0.039794007490636704	55.40121722846442	0.04259793317424725	3063169271	400	0.007022471910112359	0.07584269662921349	0.02247191011235955	0.039794007490636704	55.40121722846442	0.04259793317424725	82	COMPLETE
83	0.07443820224719101	2020-04-10 01:09:15.034761	2020-04-10 01:13:10.927336	0.35574580849035886	19.584976936367806	128	128	78	128	1.1652589311870338	0.006554307116104869	0.07443820224719101	0.023876404494382022	0.03698501872659176	56.2247191011236	0.04222038111256333	0.006554307116104869	0.07443820224719101	0.023876404494382022	0.03698501872659176	56.2247191011236	0.04222038111256333	2411689921	250	0.006554307116104869	0.07443820224719101	0.023876404494382022	0.03698501872659176	56.2247191011236	0.04222038111256333	83	COMPLETE
84	0.06554307116104868	2020-04-10 01:13:10.949312	2020-04-10 01:13:45.977979	0.1512806513510585	15.137668653925862	256	64	31	512	1.1501161566471563	0.006554307116104869	0.06554307116104868	0.02247191011235955	0.03277153558052434	55.46816479400749	0.040574025165550025	0.006554307116104869	0.06554307116104868	0.02247191011235955	0.03277153558052434	55.46816479400749	0.040574025165550025	2226685605	150	0.006554307116104869	0.06554307116104868	0.02247191011235955	0.03277153558052434	55.46816479400749	0.040574025165550025	84	COMPLETE
85	0.0702247191011236	2020-04-10 01:13:46.005232	2020-04-10 01:15:48.579109	0.40361690884029255	9.989056964805105	128	64	35	256	1.168422203313922	0.007022471910112359	0.0702247191011236	0.02247191011235955	0.03885767790262172	56.3562734082397	0.041374395110435974	0.007022471910112359	0.0702247191011236	0.02247191011235955	0.03885767790262172	56.3562734082397	0.041374395110435974	790342726	250	0.007022471910112359	0.0702247191011236	0.02247191011235955	0.03885767790262172	56.3562734082397	0.041374395110435974	85	COMPLETE
86	0.07303370786516854	2020-04-10 01:15:48.602182	2020-04-10 01:18:53.112482	0.9721952268790504	29.331648072365383	128	256	27	256	1.1385573361292203	0.007958801498127341	0.07303370786516854	0.025749063670411985	0.04119850187265917	54.92322097378277	0.04445741382969177	0.007958801498127341	0.07303370786516854	0.025749063670411985	0.04119850187265917	54.92322097378277	0.04445741382969177	971262160	350	0.007958801498127341	0.07303370786516854	0.025749063670411985	0.04119850187265917	54.92322097378277	0.04445741382969177	86	COMPLETE
87	0.06788389513108614	2020-04-10 01:18:53.154020	2020-04-10 01:19:33.485735	0.12399241428587782	18.28138832096377	64	128	72	512	1.1588372136788854	0.0023408239700374533	0.06788389513108614	0.015917602996254682	0.02949438202247191	55.91432584269663	0.037524960539169025	0.0023408239700374533	0.06788389513108614	0.015917602996254682	0.02949438202247191	55.91432584269663	0.037524960539169025	506612900	150	0.0023408239700374533	0.06788389513108614	0.015917602996254682	0.02949438202247191	55.91432584269663	0.037524960539169025	87	COMPLETE
88	0.2055243445692884	2020-04-10 01:19:33.510026	2020-04-10 01:21:12.387363	0.5569225844944585	2.417770691549063	128	128	67	256	0.5908616531486814	0.0	0.2055243445692884	0.054775280898876406	0.09176029962546817	28.457865168539325	0.07747667476440512	0.0	0.2055243445692884	0.054775280898876406	0.09176029962546817	28.457865168539325	0.07747667476440512	34965111	200	0.0	0.2055243445692884	0.054775280898876406	0.09176029962546817	28.457865168539325	0.07747667476440512	88	COMPLETE
89	0.07350187265917603	2020-04-10 01:21:12.419529	2020-04-10 01:23:08.766199	0.6614144890493723	13.520827166300393	256	128	29	128	1.136610716178469	0.006554307116104869	0.07350187265917603	0.017790262172284643	0.030430711610486893	54.808052434456926	0.04069060979684738	0.006554307116104869	0.07350187265917603	0.017790262172284643	0.030430711610486893	54.808052434456926	0.04069060979684738	1211827042	150	0.006554307116104869	0.07350187265917603	0.017790262172284643	0.030430711610486893	54.808052434456926	0.04069060979684738	89	COMPLETE
90	0.06741573033707865	2020-04-10 01:23:08.804352	2020-04-10 01:25:30.679155	0.14935134497592412	19.910274549928307	64	256	45	512	1.1332532202498813	0.003745318352059925	0.06741573033707865	0.018726591760299626	0.03417602996254682	54.65308988764045	0.03921002397410016	0.003745318352059925	0.06741573033707865	0.018726591760299626	0.03417602996254682	54.65308988764045	0.03921002397410016	200903091	400	0.003745318352059925	0.06741573033707865	0.018726591760299626	0.03417602996254682	54.65308988764045	0.03921002397410016	90	COMPLETE
91	0.07584269662921349	2020-04-10 01:25:30.706180	2020-04-10 01:30:25.733222	0.5824467076066401	19.191951988131773	64	64	88	128	1.1158262007984887	0.005149812734082397	0.07584269662921349	0.0149812734082397	0.030430711610486893	53.79073033707865	0.04035121526622347	0.005149812734082397	0.07584269662921349	0.0149812734082397	0.030430711610486893	53.79073033707865	0.04035121526622347	3585170011	300	0.005149812734082397	0.07584269662921349	0.0149812734082397	0.030430711610486893	53.79073033707865	0.04035121526622347	91	COMPLETE
92	0.0552434456928839	2020-04-10 01:30:25.773214	2020-04-10 01:31:00.517820	0.9955154331291348	15.789331444540437	64	256	8	512	1.1761032086762178	0.0032771535580524347	0.0552434456928839	0.015917602996254682	0.021067415730337078	56.71816479400749	0.03490051498771784	0.0032771535580524347	0.0552434456928839	0.015917602996254682	0.021067415730337078	56.71816479400749	0.03490051498771784	160726543	150	0.0032771535580524347	0.0552434456928839	0.015917602996254682	0.021067415730337078	56.71816479400749	0.03490051498771784	92	COMPLETE
93	0.3553370786516854	2020-04-10 01:31:00.550956	2020-04-10 01:39:13.077843	0.4599555799583547	1.2913091051013628	256	256	49	256	0.4565287313183372	0.062265917602996254	0.3553370786516854	0.149812734082397	0.20318352059925093	21.905430711610485	0.15946442974596803	0.062265917602996254	0.3553370786516854	0.149812734082397	0.20318352059925093	21.905430711610485	0.15946442974596803	3310995889	750	0.062265917602996254	0.3553370786516854	0.149812734082397	0.20318352059925093	21.905430711610485	0.15946442974596803	93	COMPLETE
94	0.09269662921348315	2020-04-10 01:39:13.112032	2020-04-10 01:48:10.731975	0.9830564090432693	14.192358861498766	64	128	40	128	1.1082730876780655	0.009363295880149813	0.09269662921348315	0.025749063670411985	0.04400749063670412	53.40379213483146	0.04753687366517762	0.009363295880149813	0.09269662921348315	0.025749063670411985	0.04400749063670412	53.40308988764045	0.04753697909096891	276405068	450	0.009363295880149813	0.09269662921348315	0.025749063670411985	0.04400749063670412	53.40449438202247	0.0475367695337186	94	COMPLETE
95	0.07350187265917603	2020-04-10 01:48:10.762129	2020-04-10 01:53:15.324416	0.4298336389704873	11.541862084497279	256	256	66	128	1.1767303418387285	0.010767790262172285	0.07350187265917603	0.023876404494382022	0.03745318352059925	56.80477528089887	0.04398504132635681	0.010767790262172285	0.07350187265917603	0.023876404494382022	0.03745318352059925	56.80477528089887	0.04398504132635681	295021545	250	0.010767790262172285	0.07350187265917603	0.023876404494382022	0.03745318352059925	56.80477528089887	0.04398504132635681	95	COMPLETE
96	0.06788389513108614	2020-04-10 01:53:15.351456	2020-04-10 01:54:12.757639	0.8056655118203938	19.91663336916444	256	256	55	512	1.1840085319020133	0.006554307116104869	0.06788389513108614	0.019662921348314606	0.03464419475655431	57.14513108614232	0.03996594980171161	0.006554307116104869	0.06788389513108614	0.019662921348314606	0.03464419475655431	57.14513108614232	0.03996594980171161	310135113	150	0.006554307116104869	0.06788389513108614	0.019662921348314606	0.03464419475655431	57.14513108614232	0.03996594980171161	96	COMPLETE
97	0.05758426966292135	2020-04-10 01:54:12.783748	2020-04-10 01:55:31.165666	0.197032816276634	6.908444835486245	256	64	95	256	1.207315772232924	0.0018726591760299626	0.05758426966292135	0.01451310861423221	0.025749063670411985	58.306179775280896	0.03408113012938208	0.0018726591760299626	0.05758426966292135	0.01451310861423221	0.025749063670411985	58.306179775280896	0.03408113012938208	2719684149	150	0.0018726591760299626	0.05758426966292135	0.01451310861423221	0.025749063670411985	58.306179775280896	0.03408113012938208	97	COMPLETE
98	0.06413857677902622	2020-04-10 01:55:31.192100	2020-04-10 01:57:01.292126	0.7391590916618257	6.705521563692951	128	64	20	512	1.2145023719775612	0.0009363295880149813	0.06413857677902622	0.011235955056179775	0.024344569288389514	58.651685393258425	0.03275255326475346	0.0009363295880149813	0.06413857677902622	0.011235955056179775	0.024344569288389514	58.651685393258425	0.03275255326475346	2070062362	300	0.0009363295880149813	0.06413857677902622	0.011235955056179775	0.024344569288389514	58.651685393258425	0.03275255326475346	98	COMPLETE
99	0.04073033707865169	2020-04-10 01:57:01.347238	2020-04-10 01:58:58.483309	0.5738862928859437	3.837934541577524	256	256	93	256	1.10609495147979	0.0	0.04073033707865169	0.004213483146067416	0.014044943820224719	53.43773408239701	0.030481369671323956	0.0	0.04073033707865169	0.004213483146067416	0.014044943820224719	53.43773408239701	0.030481369671323956	2070805662	150	0.0	0.04073033707865169	0.004213483146067416	0.014044943820224719	53.43773408239701	0.030481369671323956	99	COMPLETE
